,text,abuse
6177,"If West Indian mothers are better, prepared to go to the wall for their children. Either @HackneyAbbott Is full of crap or God help us with the children of other identity groups. https://t.co/oOzHkC3xcI",1
1974,"@MartinRowson @patel4witham Brilliant! Cruel and vitriolic. Sums her up. And, yes, this country will suffer.",1
4695,"@HackneyAbbott That's pretty good Diane, can you let me know who wrote it for you as I might have some work for them, thanks in advance",1
1541,"@patel4witham 

WE all know who has an on-going jihad which takes the form of child molestation and rape. Why won’t YOU acknowledge it? https://t.co/2b7YCMTqS6",1
296,"RT @KTHopkins: Don’t you just love it when flaccid men in beige spout off about strong women who are at the top of their game. 

@patel4witham is terrific. 

If you are still subscribing to @thetimes do ask yourself why. https://t.co/cPwH4CLCEt",1
9929,"@LaylaMoran Do you know what the 1st two Reichs were about? 

Do you know *any* history at all?",1
6775,@jessphillips Moan moan that’s all she does,1
4904,@aidxn23 @DixonMikeymd @Carnster @HumanityShades @HackneyAbbott @csmufc @lukety87 No fool u r ..no white person is that powerful for me to hate,1
2910,"@dtks888 @ShehabKhan @miqdaad @PhilNWang @BZephaniah @SayeedaWarsi @SarahOwen_ @L1ghtHQ @Twitter Well to be honest it is a pandemic created in China which has had a massive effect on people's lives so people are going to mock and have digs towards the Chinese.

Quite frankly I hope all countries who have been effected send a bill to the Chinese.... Oops",1
8414,@LaylaMoran When did the penny drop about you being a man beater?,1
369,"RT @Lady__Prinny: https://t.co/sH3UVSSf2T
The @ukhomeoffice has decided not to release its findings on [largely] Pakistani street grooming gangs as they say it is ""not in the public interest"". @patel4witham why is it not in the public interest to know why 100s of 1000s of British girls were raped?",1
5137,@labourpress @HackneyAbbott I hope your son was tasered when he viciously assaulted a brave member of the emergency services as they were fully stretched dealing with the London Bridge terror attack. Disgusting behaviour.,1
7740,@ChristineLoy1 @Keir_Starmer @jessphillips That makes one of you then. Delighted Starmer had the sense not appoint such a tiresome self-publicist.,1
4933,@Jamin2g Who’d have thought @HackneyAbbott knew any facts?,1
4755,"@NeverAmbiguity @razor_rabone @ChrisTJones1966 @Anniepop2027 @flukejameson @Bazza73617427 @andrewsibley15 @hepolytes @iichroma @camsta83 @ClaireLum @TomosBombadil @IWBAShitShow @TheRemoans @Jim_Cornelius @ComradePangloss @panmisthropist @Tony_Dalton4 @EMR89595749 @eveningperson @stevenaive @LeGoggle @TruthMattersToo @Femi_Sorry @ThePledge @BorisJohnson @simon_evansuk @HackneyAbbott Lol, fucking try me.

How's your vector calculus?",1
9646,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud Yes they are. But this does not negate the fact that females are in heightened danger in bathrooms and changing rooms. You example is a bit of a strawman anyway, what of the women who have suffered abuse and having a man in a place where women are especially vulnerable causes ...",1
4972,If @HackneyAbbott had said this she’d be hung out to dry ... but it’s that Murdoch darling @jessphillips so the media don’t give a $hit https://t.co/2Gg7OYXLqj,1
477,"@KTHopkins @patel4witham It is in the interest of the public. If it was white or black grooming gangs. They would be dragged over hot coals, like they should be. One rule for one. Another rule for them",1
10024,@Cazza37783789 @EsqHumbug @michaelgove @LaylaMoran She's pan-daft.,1
6628,"@jessphillips Now you know why you didn’t get a job in Kiers cabinet!! This virus hit us like a tsunami, happened so quick some people drowned, ask the government what you can do to help instead of moaning!",1
6761,@jessphillips Oh do wake up. Ridiculous tweet.,1
9315,@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud They can't. People do make a deal out of it. It's what stops creepy blokes from going into the the women's toilets.,1
10210,@LaylaMoran @terrychristian Head on luv,1
332,@KTHopkins @AndyBee83706749 @patel4witham Not in the Muslims  public interest is more accurate.,1
3365,"@Keir_Starmer 
@SayeedaWarsi
@UKLabour
@BorisJohnson
@lisanandy
@CommissionerHR
Keir/Lisa, with your silence on human rights abuses in jihadiland Pakistan puts you in the same group as the fascist left like Moseley, Corbyn,McCluskey, Hitler and Mussolini. 
https://t.co/teme2fod2M",1
6812,@jessphillips You being nice: That's the best joke I've heard all week.,1
4710,@labourpress @HackneyAbbott I mean for an MP of a shithole of a constituency I don't think you're doing much to repair the broken relationships between public and police. I've grown up around views of people like yourself and have seen the horrific outcomes for people I used to know.,1
6350,@JohnCar04314835 @itvpeston @itvnews @jessphillips @Peston @MattHancock No vile woman,1
4933,@Jamin2g Who’d have thought @HackneyAbbott knew any facts?,1
9481,@LaylaMoran Popularity falls with every brainless tweet,1
2509,"@SayeedaWarsi You are not a parliamentarian..

No one has ever voted for you ?

You have only ever achieved anything because of quotas..

Based on your ability, you would be at home..with your 16 children...",1
8381,@LaylaMoran How many men have you beaten?,1
9644,@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud they pose a real and potential threat as shown by the history of male violence and abuse to towards women – allowing men in will mean more women get abused. These places need to be segregated by sex.,1
8017,"@EmmaKennedy @ayeshahazarika @jessphillips Jess ME ME ME Philips is the very last thing Labour want right now. We need 20 John Smiths, not a bunch of wannabe celebrities.",1
5685,GOODBYE GOODBYE 🎼🎼🎼🎼🎼 FAREWELL GOODBYEEEEE 🎼🎼🎼🥳🥳🥳🥳🥳🥳 @HackneyAbbott 😂😂🥳🥳🥳🥳🥳🥳🥳🤪🤪🤪🤪🤪🤡🤡🤡🤡🤡🤡 https://t.co/hHvW3dD1zZ,1
560,"@GortTheAvenger @BorisJohnson @patel4witham this is where UK is going if we keep letting in pakistani muslims (the very group that make up nearly all members of the rampant kid-raping gangs, by the way) and letting them block-vote the likes of Khanage in.",1
732,"@Robert_Purse @UKParliament @patel4witham not in the interest of PAKISTANI MUSLIM RAPISTS and the 'elite' who cover it up, she means",1
9127,@LaylaMoran @adamboultonSKY @Keir_Starmer Remoaners are alive and confused / kicking!,1
3405,RT @ray__foxley: @lisanandy @SayeedaWarsi Define Islamophobia without using another made up word. https://t.co/O1W7S4GS5O,1
525,Your daily reminder that @patel4witham is an utterly massive whopper. https://t.co/X7JoJ4j9UY,1
1856,"@CarolineVoaden @patel4witham Why don’t you do it, you snob.",1
9526,"@KingChrisVII @afcbbeachboy @patrickcherry @LaylaMoran @michaelgove Also your responses have been entirely incoherent, you presumably think the EU has completely over-reached for its rule setting, but here are castigating them for not dipping into the member states competencies and not over-reaching enough.",1
5731,@ChesterJones80 @HackneyAbbott She won't answer that - the numbers involved are far too difficult for her to work out.,1
7728,"I think @Keir_Starmer is having a laugh appointing the foul mouthed Waynetta Slob @jessphillips as shadow culture minister and moronic, everyone-white's-a-racist @DavidLammy as shadow justice minister. Wonder which one he'll have to sack first? #ShadowCabinet #Labourreshuffle",1
5542,"What a lovely person. Maybe he should have gone to a comprehensive, and learnt about life in the real world. Never mind, mummy must be very proud. @HackneyAbbott ? https://t.co/zcvWTD4zE9",1
7684,@jessphillips Playing what?? Keep up love,1
3244,@SayeedaWarsi @NazShahBfd Any comments on Ahmed the Pig? https://t.co/pJteCTkkwE,1
233,"@patel4witham All illegal immigrants should be returned to Europe. Many come from Asia &amp; could be carrying #Coronavirus. As I have said many times, free movement of people = free movement of disease. @Borisjohnson 
#Ashsarkar @lisanandy",1
5974,"@kellycraig99 @HackneyAbbott Can’t stand that abbot she’s a complete fuckwit, I would never got Labour while her and her cronies are knocking about.",1
8559,"@LaylaMoran Nothing the government say would be adequate to you, because you're dishonest.",1
6794,@jessphillips Same old shit different bucket loony left talking bollocks. Try having an idea after all it’s your job as a politician,1
7793,"@jessphillips Amazingly, jess philips has a contribution to make about the experience and feelings of jess philips. A rare insight. And sorely sought after.",1
2509,"@SayeedaWarsi You are not a parliamentarian..

No one has ever voted for you ?

You have only ever achieved anything because of quotas..

Based on your ability, you would be at home..with your 16 children...",1
5950,"RT @frankchmbrs: @SkyNews Hmmm...  @patel4witham vs @HackneyAbbott

Priti Patel vs. Pretty Vacant.

Tough one, but I think I'd like to keep the one that can count.",1
1133,@BorisJohnson @patel4witham This is an absolute disgrace 🤬🤬🤬Jihadists could be released in just DAYS as Lords block Boris’ new terror plans https://t.co/hx3G0WKfyE,1
4095,@NazShahBfd @PHE_uk @yvonnecoghill1 @NHSEnglandEvent @NHSEnglandMedia @SayeedaWarsi @OpBlackVote Frustrating isn’t it Naz when you don’t have any confidence in an inquiry. Similarly to the gov review into Muslim rape gangs. That topic wasn’t so pressing for you though was it. The victims not BAME enough?,1
2748,@harrys @free_thinker @StopFundingHate @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi Anyhow Halal food is discrimination against non Muslim so you dont have problem with that but you have problem with opposing it,1
1987,"@Jamesara @patel4witham I believe Hitler was hugely popular with his followers too. Sorry, that didn’t make him a good person and your support certainly doesn’t make Patel a good person either. She’s a nasty piece of work at best.",1
809,"@patel4witham you are obviously in a role way past your skill set. Your points based system is fundamentally flawed, you undermine ALL people with, as you now call it, unskilled jobs.  #disgusting #CONservative",1
2786,@harrys @free_thinker @StopFundingHate @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi It tells u how Islamism is deep rooted. We need strong religious institutions to push back this evil ideology. If people are really concerned about hate 1st thing they should ban is Quran. Halal is discriminatiory &amp; there isn't any wrong about this article.,1
332,@KTHopkins @AndyBee83706749 @patel4witham Not in the Muslims  public interest is more accurate.,1
6619,"@jessphillips You haven't been constructive about this issue at all. All you've done is criticise. Come up with a workable solution to stop arseholes being abusive &amp; maybe someone will notice. Otherwise, shut up.
And, when were you nice? https://t.co/7fkGhvL6Ck",1
2961,@AlvinCarpio @SayeedaWarsi @pritipatel @PhilNWang @BZephaniah @SarahOwen_ We need the child grooming report to be made public in an unedited form. I would also welcome a ban on Halal foods.,1
6442,@jessphillips Wingeing pom,1
2477,"@SayeedaWarsi No, I think he just wants you and your kind gone!",1
7161,@jessphillips You’ve never been nice 😁,1
5268,"@PosthillDanny Fucking brilliant 
Needs to replace @HackneyAbbott in front opposition benches so we can have a really good laugh",1
4967,RT @aaaaggghhhhh: @HackneyAbbott @BorisJohnson Phoney figures?! The irony of this coming from you 🤣🤣🤣 https://t.co/o36vcZVFRC,1
3660,"@JamesBl04750891 @vancat85 Jihadist supporting Sunni/wahhabist/salafists are screaming ""#ISLAMOPHOBIA"" 

we're paying for it and their 1300 years of lies, murders, rapes and intolerance in EVERY country they step foot in and OUR GOVERNMENT funds it

#outrageous

@SayeedaWarsi 

https://t.co/Oqnicj32qC",1
4874,"RT @Cwill1986: @Lilies09 @Temerai99243452 @yorksbarlick @linzii_s @HackneyAbbott And yet the massive majority of the great british public believe (as proven in the GE) that regardless of how badly you think they’re doing, they still chose this government over Corbyn! Doesn’t that tell you something? People are sick to death of lefty warriors!!",1
